nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_₋,taille_adulte_₊,profondeur_habituelle_-,profondeur_habituelle₊,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,lien_fiche_doris,Unnamed: 3,label,nb_images
Trachipterus arcticus,144,Le trachyptere atlantique,,36,150.0,260,50.0,600.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachipterus trachypterus,146,Le trachyptere commun,,36,150.0,300,10.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachurus mediterraneus,68,Le chinchard à queue jaune,,20,30.0,50,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachurus picturatus,69,Le chinchard bleu,,20,40.0,60,0.0,370.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachurus trachurus,67,Le chinchard commun,,20,30.0,40,10.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trachurus trecae,70,Le chinchard cunéné,,20,30.0,40,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trichiurus lepturus,140,Le sabre à queue pointue,,34,120.0,150,3.0,350.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trigla lyra,461,Le grondin-lyre,,88,40.0,50,50.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Triglops murrayi,375,Le faux-trigle maillé,,84,15.0,20,10.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tripterygion delaisi,487,Le triptérygion jaune,,97,6.0,7,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FUSS Nathalie, CHARLET Anne, PICHON Bernadette, ADER Denis, HUET Sylvie in : DORIS, 12/03/2022 : Tripterygion delaisi Cadenat & Blache, 1970",https://doris.ffessm.fr/ref/specie/823,,78,670.0
Tripterygion melanurus,489,Le tryptérigion nain,,97,4.0,4.5,0.5,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIGHELE Sébastien, CHARLET Anne, PICHON Bernadette, ADER Denis, SITTLER Alain-Pierre in : DORIS, 16/08/2022 : Tripterygion melanurus Guichenot, 1850",https://doris.ffessm.fr/ref/specie/521,,80,432.0
Tripterygion tripteronotum,488,Le tripterygion rouge,,97,6.0,7,0.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIGHELE Sébastien, CHARLET Anne, ADER Denis, SITTLER Alain-Pierre in : DORIS, 01/11/2020 : Tripterygion tripteronotum (Risso, 1810)",https://doris.ffessm.fr/ref/specie/512,,79,722.0
Trisopterus capelanus,291,Le capelan de Mediterranée,,52,25.0,30,30.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trisopterus esmarkii,289,Le tacaud norvégien,,52,20.0,27,80.0,250.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trisopterus luscus,288,Le tacaud,,52,30.0,35,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Trisopterus minutus,290,Le capelan de l’Atlantique,,52,25.0,30,25.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Tylosurus choram,121,L’aiguille voyageuse de mer rouge,,26,60.0,75,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Umbrina canariensis,280,L’ombrine bronze,,64,40.0,50,50.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Umbrina cirrosa,279,L’ombrine côtiere,,64,60.0,80,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Umbrina ronchus,278,L’ombrine fusca,,64,50.0,80,20.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Upeneus moluccensis,456,Le barbet à bande dorée,,86,18.0,25,10.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Upeneus pori,457,Le barbet à queue rayée,,86,9.0,14,5.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Uranoscopus scaber,484,L’uranoscope,,94,25.0,30,15.0,100.0,Vivent sur le fond,,Epines post-operculaires venimeuses,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Uraspis helvola,76,La carangue bouche blanche,,20,40.0,50,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Valencia hispanica,170,Le cyprinodonte de Valence,,42,5.0,6,0.0,1.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Vanneaugobius canariensis,409,Le gobie nain des Canaries,,85,4.5,4.3,3.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Vanneaugobius pruvoti,407,Le gobie nain de Pruvot,,85,3.7,3.7,110.0,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Xiphias gladius,126,L’espadon,,29,250.0,350,10.0,125.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Xyrichtys novacula,240,Le rason,,53,25.0,30,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BARBEAU Yveline, LOUE Catherine, FAUCONNIER Yves, CHARLET Anne, PICHON Bernadette, ADER Denis, PROUZET Anne in : DORIS, 03/10/2022 : Xyrichtys novacula (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/636,,27,339.0
Zebrus zebrus,405,Le gobie zébré,,85,4.5,5.5,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Zeugopterus punctatus,548,Le targeur,,116,25.0,28,5.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Zeugopterus regius,549,La cardine chevelue,,116,20.0,23,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Zeus faber,304,Le Saint-Pierre,,69,40.0,50,50.0,150.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Zoarces viviparus,332,La blennie vivipare,,80,30.0,40,2.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Zu cristatus,145,Le trachyptere ventru,,36,80.0,100,1.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
